SMILES,Density
O=C(OCCCCCCCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)O*)cc2)cc1)C(C)(C)CC(=O)OCCCCCCCC*,1.049554
*CCCCCCCCOC(=O)CC(C)(C)C(=O)OCCCCCCCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)O*)cc2)cc1,1.049554
C(CCCCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)O*)cc2)cc1)CCOC(=O)C(C)(C)CC(=O)OCCCCCCCC*,1.049554
C(=O)(Nc1ccc(C(=O)O*)cc1)c1ccc(C(=O)OCCCCCCCCOC(=O)C(C)(C)CC(=O)OCCCCCCCC*)cc1,1.049554
*CC(COC(=O)OC(=O)O*)CC(C)C(=O)OCCCCCCCC,1.004908
C(*)C(COC(=O)OC(=O)O*)CC(C)C(=O)OCCCCCCCC,1.004908
O=C(OCC(C*)CC(C)C(=O)OCCCCCCCC)OC(=O)O*,1.004908
C(CCCC)CCCOC(=O)C(C)CC(C*)COC(=O)OC(=O)O*,1.004908
CC(CC(C*)COC(=O)OC(=O)O*)C(=O)OCCCCCCCC,1.004908
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(F)cc2)cc1,1.137408769
O=C(NCCCCCCNC(=O)O*)OCCN(CC*)c1ccc(/N=N/c2ccc(F)cc2)cc1,1.137408769
c1cc(/N=N/c2ccc(F)cc2)ccc1N(CC*)CCOC(=O)NCCCCCCNC(=O)O*,1.137408769
c1cc(F)ccc1/N=N/c1ccc(N(CC*)CCOC(=O)NCCCCCCNC(=O)O*)cc1,1.137408769
C(CCCCCNC(=O)OCCN(CC*)c1ccc(/N=N/c2ccc(F)cc2)cc1)NC(=O)O*,1.137408769
c1(/C=C/c2ccc(OC(COC(=O)c3ccc(C(*)=O)cc3)O*)cc2)ccc(OC)cc1,1.138093
*OC(COC(=O)c1ccc(C(*)=O)cc1)Oc1ccc(/C=C/c2ccc(OC)cc2)cc1,1.138093
c1(OC)ccc(/C=C/c2ccc(OC(COC(=O)c3ccc(C(*)=O)cc3)O*)cc2)cc1,1.138093
c1cc(C(*)=O)ccc1C(=O)OCC(O*)Oc1ccc(/C=C/c2ccc(OC)cc2)cc1,1.138093
C(=O)(OCC(O*)Oc1ccc(/C=C/c2ccc(OC)cc2)cc1)c1ccc(C(*)=O)cc1,1.138093
*OC(CC(*)=O)C(O)C(OC(C)=O)C(=O)O,1.223164
*C(=O)CC(O*)C(O)C(OC(C)=O)C(=O)O,1.223164
O=C(O)C(OC(C)=O)C(O)C(CC(*)=O)O*,1.223164
C(=O)(O)C(OC(C)=O)C(O)C(CC(*)=O)O*,1.223164
O(C(C)=O)C(C(=O)O)C(O)C(CC(*)=O)O*,1.223164
c1cc(C=C(CC)N(C(=O)c2ccc(OC(=O)COc3ccc(C(*)=O)cc3)cc2)C(C(=O)OC(C)=O)c2ccccc2)ccc1O*,1.144574
c1cc(OC(=O)COc2ccc(C(*)=O)cc2)ccc1C(=O)N(C(=Cc1ccc(O*)cc1)CC)C(C(=O)OC(C)=O)c1ccccc1,1.144574
c1cccc(C(C(=O)OC(C)=O)N(C(=O)c2ccc(OC(=O)COc3ccc(C(*)=O)cc3)cc2)C(=Cc2ccc(O*)cc2)CC)c1,1.144574
C(*)(=O)c1ccc(OCC(=O)Oc2ccc(C(=O)N(C(=Cc3ccc(O*)cc3)CC)C(C(=O)OC(C)=O)c3ccccc3)cc2)cc1,1.144574
*Oc1ccc(C=C(CC)N(C(=O)c2ccc(OC(=O)COc3ccc(C(*)=O)cc3)cc2)C(C(=O)OC(C)=O)c2ccccc2)cc1,1.144574
*CCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.004087483
C(CCCCC*)CCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.004087483
O(*)C(=O)Cc1ccc(CC(=O)OCCCCCCCCCC*)cc1,1.004087483
C(C(=O)O*)c1ccc(CC(=O)OCCCCCCCCCC*)cc1,1.004087483
O(CCCCCCCCCC*)C(=O)Cc1ccc(CC(=O)O*)cc1,1.004087483
*c1ncc(*)c(C)c1S(=O)(=O)O,1.211909
*c1cnc(*)c(S(=O)(=O)O)c1C,1.211909
O=S(=O)(O)c1c(*)ncc(*)c1C,1.211909
c1nc(*)c(S(=O)(=O)O)c(C)c1*,1.211909
OS(=O)(=O)c1c(*)ncc(*)c1C,1.211909
C(CCC/C(*)=C\*)OC(=O)c1ccccc1C(=O)O,1.143409
C(=O)(O)c1ccccc1C(=O)OCCCC/C(*)=C\*,1.143409
*/C=C(/*)CCCCOC(=O)c1ccccc1C(=O)O,1.143409
C(/*)=C(\*)CCCCOC(=O)c1ccccc1C(=O)O,1.143409
C(CCCOC(=O)c1ccccc1C(=O)O)/C(*)=C\*,1.143409
*CC(*)OC(=O)c1ccc(OC(=O)C(F)(F)C(F)(F)F)cc1,1.368139
c1cc(C(=O)OC(*)C*)ccc1OC(=O)C(F)(F)C(F)(F)F,1.368139
C(=O)(Oc1ccc(C(=O)OC(*)C*)cc1)C(F)(F)C(F)(F)F,1.368139
FC(F)(C(=O)Oc1ccc(C(=O)OC(*)C*)cc1)C(F)(F)F,1.368139
*C(C*)OC(=O)c1ccc(OC(=O)C(F)(F)C(F)(F)F)cc1,1.368139
c1(C(*)=O)ccc(OC(=O)Oc2ccc(C(=O)Nc3ccc(O*)cc3)cc2)c(C)c1,1.210327
O(C(=O)Oc1ccc(C(*)=O)cc1C)c1ccc(C(=O)Nc2ccc(O*)cc2)cc1,1.210327
O=C(Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1)Oc1ccc(C(*)=O)cc1C,1.210327
*Oc1ccc(NC(=O)c2ccc(OC(=O)Oc3ccc(C(*)=O)cc3C)cc2)cc1,1.210327
c1c(C(*)=O)ccc(OC(=O)Oc2ccc(C(=O)Nc3ccc(O*)cc3)cc2)c1C,1.210327
*c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,1.139516573
C(CCCCCCS(=O)(=O)O)CCCOc1ccc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)cc1*,1.139516573
c1(S(*)(=O)=O)cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(*)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,1.139516573
*S(=O)(=O)c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(*)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,1.139516573
c1(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)ccc(OCCCCCCCCCCS(=O)(=O)O)c(*)c1,1.139516573
N(*)(CC)C(=O)CCCCCCC(=O)N(CC)Cc1ccc(C*)cc1,0.991675767
O=C(CCCCCCC(=O)N(*)CC)N(CC)Cc1ccc(C*)cc1,0.991675767
C(=O)(CCCCCCC(=O)N(CC)Cc1ccc(C*)cc1)N(*)CC,0.991675767
*Cc1ccc(CN(CC)C(=O)CCCCCCC(=O)N(*)CC)cc1,0.991675767
c1cc(C*)ccc1CN(CC)C(=O)CCCCCCC(=O)N(*)CC,0.991675767
C(*)C(*)(CC(=O)OCCC)OC(=O)c1ccc(Cl)cc1,1.009975
O=C(OC(*)(C*)CC(=O)OCCC)c1ccc(Cl)cc1,1.009975
C(=O)(CC(*)(C*)OC(=O)c1ccc(Cl)cc1)OCCC,1.009975
*CC(*)(CC(=O)OCCC)OC(=O)c1ccc(Cl)cc1,1.009975
O=C(CC(*)(C*)OC(=O)c1ccc(Cl)cc1)OCCC,1.009975
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC)cc1,0.968011414
C(C)N(Cc1ccc(C*)cc1)C(=O)CCCCCCCCCCC(=O)N(*)CC,0.968011414
CCN(*)C(=O)CCCCCCCCCCC(=O)N(CC)Cc1ccc(C*)cc1,0.968011414
C(CCCCCCCCCC(=O)N(*)CC)C(=O)N(CC)Cc1ccc(C*)cc1,0.968011414
C(*)c1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC)cc1,0.968011414
O(CCOCC*)CCOCCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,1.218575
C(=O)(Nc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1)c1ccc(OCCOCCOCCOCC*)cc1,1.218575
*CCOCCOCCOCCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,1.218575
c1(OCCOCCOCCOCC*)ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,1.218575
O(CC*)CCOCCOCCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)cc1,1.218575
O(CC1CC(O)C(O)OC1(C)CCC(CC(C)(C)c1ccccc1)OCC)C(=O)C(*)C*,0.961221
*CC(*)C(=O)OCC1CC(O)C(O)OC1(C)CCC(CC(C)(C)c1ccccc1)OCC,0.961221
C1(O)CC(COC(=O)C(*)C*)C(C)(CCC(CC(C)(C)c2ccccc2)OCC)OC1O,0.961221
C(C)OC(CCC1(C)OC(O)C(O)CC1COC(=O)C(*)C*)CC(C)(C)c1ccccc1,0.961221
C(CC(CC(C)(C)c1ccccc1)OCC)C1(C)OC(O)C(O)CC1COC(=O)C(*)C*,0.961221
c1cc(C(=O)Nc2ccc(*)cc2)ccc1C(C)(C)c1ccc(Oc2ccc(C(=O)Nc3ccc(N*)c(-c4ccccc4)c3)cc2)cc1,1.091191
*Nc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C(=O)Nc5ccc(*)cc5)cc4)cc3)cc2)cc1-c1ccccc1,1.091191
c1ccc(-c2cc(NC(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)cc3)ccc2N*)cc1,1.091191
*c1ccc(NC(=O)c2ccc(C(C)(C)c3ccc(Oc4ccc(C(=O)Nc5ccc(N*)c(-c6ccccc6)c5)cc4)cc3)cc2)cc1,1.091191
c1cccc(-c2cc(NC(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C(=O)Nc6ccc(*)cc6)cc5)cc4)cc3)ccc2N*)c1,1.091191
C(CCCCC(C*)CCCCCCCC)COC(=O)c1ccc(C(=O)NCCN(*)c2ccc(C)cc2)cc1,0.975112
C(CCCOC(=O)c1ccc(C(=O)NCCN(*)c2ccc(C)cc2)cc1)CCC(C*)CCCCCCCC,0.975112
*CC(CCCCCCCC)CCCCCCOC(=O)c1ccc(C(=O)NCCN(*)c2ccc(C)cc2)cc1,0.975112
C(*)C(CCCCCCCC)CCCCCCOC(=O)c1ccc(C(=O)NCCN(*)c2ccc(C)cc2)cc1,0.975112
O=C(OCCCCCCC(C*)CCCCCCCC)c1ccc(C(=O)NCCN(*)c2ccc(C)cc2)cc1,0.975112
O=C(CCCO*)NCc1ccc(CNC(=O)CCCCCCCCCC*)cc1,1.007604261
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,1.007604261
C(CCC(=O)NCc1ccc(CNC(=O)CCCCCCCCCC*)cc1)O*,1.007604261
N(Cc1ccc(CNC(=O)CCCCCCCCCC*)cc1)C(=O)CCCO*,1.007604261
O(*)CCCC(=O)NCc1ccc(CNC(=O)CCCCCCCCCC*)cc1,1.007604261
*Oc1ccc(C(=O)OC(C)CCOc2ccc(C(*)=O)cc2)cc1,1.127849
c1(C(*)=O)ccc(OCCC(C)OC(=O)c2ccc(O*)cc2)cc1,1.127849
c1(OCCC(C)OC(=O)c2ccc(O*)cc2)ccc(C(*)=O)cc1,1.127849
O=C(OC(C)CCOc1ccc(C(*)=O)cc1)c1ccc(O*)cc1,1.127849
C(C)(CCOc1ccc(C(*)=O)cc1)OC(=O)c1ccc(O*)cc1,1.127849
C(CCCCC)Oc1cc(*)c(OC)cc1*,0.954754285
*c1cc(OCCCCCC)c(*)cc1OC,0.954754285
C(C)CCCCOc1cc(*)c(OC)cc1*,0.954754285
c1c(*)c(OCCCCCC)cc(*)c1OC,0.954754285
*c1cc(OC)c(*)cc1OCCCCCC,0.954754285
*c1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)cc1F,1.302506
C1(=O)c2cc(C(*)(C(F)(F)F)C(F)(F)F)ccc2C(=O)N1c1ccc(NC(=O)c2ccc(*)c(F)c2)cc1C,1.302506
c1(C(=O)Nc2ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)ccc(*)c(F)c1,1.302506
Cc1cc(NC(=O)c2ccc(*)c(F)c2)ccc1N1C(=O)c2ccc(C(*)(C(F)(F)F)C(F)(F)F)cc2C1=O,1.302506
c1cc(*)c(F)cc1C(=O)Nc1ccc(N2C(=O)c3ccc(C(*)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,1.302506
C(C)(C)(C)OC(=O)Oc1ccc(COC(=O)C(*)C*)cc1,1.038746874
c1cc(COC(=O)C(*)C*)ccc1OC(=O)OC(C)(C)C,1.038746874
*CC(*)C(=O)OCc1ccc(OC(=O)OC(C)(C)C)cc1,1.038746874
O(Cc1ccc(OC(=O)OC(C)(C)C)cc1)C(=O)C(*)C*,1.038746874
*C(C*)C(=O)OCc1ccc(OC(=O)OC(C)(C)C)cc1,1.038746874
C(*)C(*)C(OC(F)(F)F)C(=O)OC,1.177093
FC(F)(F)OC(C(=O)OC)C(*)C*,1.177093
O(C(C(=O)OC)C(*)C*)C(F)(F)F,1.177093
*CC(*)C(OC(F)(F)F)C(=O)OC,1.177093
C(*)(C*)C(OC(F)(F)F)C(=O)OC,1.177093
c1ccc(OCC(C*)O*)c(C(C)C)c1,1.012643691
O(*)C(C*)COc1ccccc1C(C)C,1.012643691
C(*)C(COc1ccccc1C(C)C)O*,1.012643691
*CC(COc1ccccc1C(C)C)O*,1.012643691
CC(C)c1ccccc1OCC(C*)O*,1.012643691
C(C)(CC*)OC(C)(C)CSC(=O)NCC(=O)O*,1.098299
C(=O)(CNC(=O)SCC(C)(C)OC(C)CC*)O*,1.098299
C(=O)(NCC(=O)O*)SCC(C)(C)OC(C)CC*,1.098299
*CCC(C)OC(C)(C)CSC(=O)NCC(=O)O*,1.098299
C(SC(=O)NCC(=O)O*)C(C)(C)OC(C)CC*,1.098299
C(CCO)CCCCC(*)C(=O)COCCO*,1.006991
C(CCCO)CCCC(*)C(=O)COCCO*,1.006991
C(CCCCO)CCC(*)C(=O)COCCO*,1.006991
C(CO*)OCC(=O)C(*)CCCCCCCO,1.006991
*OCCOCC(=O)C(*)CCCCCCCO,1.006991
C(/C#N)(=C/*)c1ccc(COc2ccc(*)c(OCCCCCCCC)n2)cc1,0.987736
c1(*)ccc(OCc2ccc(/C(C#N)=C/*)cc2)nc1OCCCCCCCC,0.987736
*/C=C(\C#N)c1ccc(COc2ccc(*)c(OCCCCCCCC)n2)cc1,0.987736
N#C/C(=C\*)c1ccc(COc2ccc(*)c(OCCCCCCCC)n2)cc1,0.987736
C(CCCCCCC)Oc1nc(OCc2ccc(/C(C#N)=C/*)cc2)ccc1*,0.987736
*CCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.148862
c1(Cc2ccc(NC(=O)O*)cc2)ccc(NC(=O)NCCCC*)cc1,1.148862
c1cc(Cc2ccc(NC(=O)O*)cc2)ccc1NC(=O)NCCCC*,1.148862
c1cc(NC(=O)NCCCC*)ccc1Cc1ccc(NC(=O)O*)cc1,1.148862
O=C(Nc1ccc(Cc2ccc(NC(=O)NCCCC*)cc2)cc1)O*,1.148862
C(CCCCCCC(=O)NCCc1ccc(CC*)cc1)CCCC(=O)N*,0.988824032
C(CCCCCCCCCC(=O)N*)C(=O)NCCc1ccc(CC*)cc1,0.988824032
