SMILES,Density,Tc,Tg
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OCC(F)CCCCCC)cc2)cc1,0.962525342,0.371,
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCC)cc2)cc1,0.938209096,0.312,
*/C=C(/*)CCCCCCCCCOc1ccc(C(=O)c2cc(OCCCCCCCC)ccc2C(=O)OCCCCCCCCCCCCCC)cc1,,,
*/C=C(/*)CCCCCCCCNC(=O)/C=C/C(=O)O,1.024665,0.240976,237.35
*/C=C(/*)CCCCOC(=O)c1ccccc1C(=O)O,1.143409,0.185132,
*/C=C(/*)CCCCOCCOc1ccc(OC)cc1,1.03915,0.260466,
*/C=C(/*)CCCCOc1ccc(/C=N/c2ccc(OCCCCCCCCCC)cc2)cc1,,,
*/C=C(/*)CCCOc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,0.989325024,0.327,
*/C=C(/*)CCCOc1ccc(-c2ccc(C(=O)OCC(F)CCCCCC)cc2)cc1,1.022539269,0.275,
*/C=C(/*)CCCOc1ccc(-c2ccc(CCCCC)cc2)cc1,0.976925232,0.352,
*/C=C(/*)CCCOc1ccc(C2CCC(CCCCCCCC)CC2)cc1,,,
*/C=C(/*)CCC[Si](C)(C)CCCC(=O)OCC,,,
*/C=C(/*)CCN(CC)c1ccc(/N=N/c2ccc(C)cc2)cc1,,,
*/C=C(/*)CNCc1ccccc1,1.009560386,0.199,
*/C=C(/*)CNS(=O)(=O)Cc1ccccc1,1.223402312,0.212,
*/C=C(/*)CNS(=O)(=O)c1ccc(C)cc1,1.194405369,0.193,
*/C=C(/*)CNS(=O)(=O)c1ccc(CCC)cc1,1.071537176,0.173,
*/C=C(/*)CNS(=O)(=O)c1ccccc1,1.24281406,0.239,
*/C=C(/*)COc1ccc(C(=O)Oc2ccc(-c3ccccc3)cc2)cc1,1.098552,0.290864,
*/C=C(/*)CSCCOc1ccc(OC)cc1,1.115973,0.22565,8.230000000000018
*/C=C(/*)C[CH2][Ge]([CH2]CC)[CH2]CCCCCCC,,,
*/C=C(/*)NCCC[Si](C)(C)C,,,
*/C=C(/*)OCCCC,,,
*/C=C(/*)Oc1ccc(CCCCCCC)cc1,,,
*/C=C(/*)S(=O)(=O)CCCCCS(=O)(=O)OC,1.270923,0.202367,88.5668
*/C=C(/*)[Si](CCCC)CCCC[Si](C)(C)C,,,
*/C=C(/*)[Si]CCCCCC(=O)OCCCCCCOc1cccc(C(=O)O)c1,,,74.24000000000001
*/C=C(/*)c1cc(/C=C/c2ccc(C#N)cc2)ccc1-c1ccc([N+](=O)[O-])cc1,,,
*/C=C(/*)c1cc(C(F)(F)F)oc1C(F)(F)F,,,
*/C=C(/*)c1cc(CO)c(OCc2ccc(CNC(COCCCCCCCC)Cc3ccccc3)cc2)c(CO)c1,,,
*/C=C(/*)c1ccc(-c2ccc(C#C)cc2)cc1,1.042090871,0.264801989,
*/C=C(/*)c1ccc(C#C)cc1,0.934743087,0.2488425015,
*/C=C(/*)c1ccc(C(=O)OCCCCCCCCCCOC(=O)CCCCCCCCCCCC)cc1,0.927415,0.33003,
*/C=C(/*)c1ccc(Cl)cc1,1.012168908,0.121,
*/C=C(/*)c1ccc(N)cc1,0.929290082,0.223,
*/C=C(/*)c1ccc(NC=O)cc1,1.078146651,0.215,
*/C=C(/*)c1ccc(OC)cc1,0.952952219,0.187,
*/C=C(/*)c1ccc(OCCCCCC(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,,,
*/C=C(/*)c1ccc2ccc3cccc4ccc1c2c34,,,
*/C=C(/*)c1cccc(Br)c1,1.264018701,0.099,
*/C=C(/*)c1cccc(C#C)c1,0.9260096155,0.2163733715,
*/C=C(/*)c1cccc(C#C)n1,,,
*/C=C(/*)c1cccc(Cl)c1,0.931239965,0.126,
*/C=C(/*)c1ccccc1,0.746789572,0.154,
*/C=C(/*)c1ccccc1C,0.809357184,0.156,
*/C=C(/*)c1ccccc1C(C)C,0.779503226,0.139,
*/C=C(/*)c1ccccc1[2H],,,
*/C=C(\C#N)C(=O)OCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)OCCCCCCCCCCOC(*)=O)cc2)cc1,,,
*/C=C(\C#N)c1ccc(C#Cc2cc(OCCCCCCCCCCCC)c(C#Cc3ccc(*)cc3)cc2OCCCCCCCCCCCC)cc1,,,
*/C=C(\C#N)c1ccc(COc2ccc(*)c(OCCCCCCCC)n2)cc1,0.987736,0.308958,
*/C=C(\C#N)c1ccc([Si](C)(C)c2ccc(C(C(*)=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,,,
*/C=C(\C)C(*)C(=O)c1ccccc1O,1.053452,0.168912,
*/C=C(\C)C(C)C(C)C(*)=O,,,
*/C=C(\C)C(C)C*,,,
*/C=C(\c1ccc(OC)cc1)[As](*)c1ccccc1,,,
*/C=C(\c1ccccc1)[As](*)c1ccccc1,,,
*/C=C/C#CCOC(=O)c1ccc(-c2ccc(C(=O)O*)c(OCC)c2)cc1,1.118543,0.32381,
*/C=C/C(=C(C)C)C(*)=C(C)C,,,
*/C=C/C(=O)/C=C/c1ccc(Sc2ccc(*)o2)o1,,,
*/C=C/C(=O)N/C=C(/*)CNC[Si](C)(C)C,,,
*/C=C/C(=O)Nc1ccc(NC(=O)c2ccc(C(=O)NNC(=O)c3ccc(*)cc3)cc2)cc1,1.194304,0.406299,
*/C=C/C(=O)c1ccc(C(=O)/C=C/Nc2ccc(Cc3ccc(N*)cc3)cc2)cc1,,,
*/C=C/C(C#C[Si](C)(C)OC)C[Si](*)(C)c1cccc(N(C)C)c1,,,
*/C=C/C(C#Cc1ccccc1)Oc1cc(/N=C/c2ccc(O*)cc2)c(Cl)cc1Cl,,,
*/C=C/C(C#N)=C(*)OC(CC)CCCC,,,
*/C=C/C(C(=O)OC)C(*)c1ccccc1,1.02758564,0.19,
*/C=C/C(C(=O)OCCCC)C(*)c1ccccc1,0.971253792,0.194,
*/C=C/C(C(=O)OCc1ccc(Cl)cc1)C(*)C(=O)OCc1ccc(Cl)cc1,1.258571666,0.171830845,
*/C=C/C(C)(C)C[Si](*)(C)CCCCC,,,
*/C=C/C(C)=C(*)OC,,,
*/C=C/C(C*)C(C)CC,0.850539749,0.237962753,
*/C=C/C(C*)CC,,,
*/C=C/C(C*)OC,1.003981727,0.250969245,
*/C=C/C(C/C=C/C(*)=O)C(Cl)C(=O)OCCCCCCCCCC,0.971328,0.248569,
*/C=C/C(CCCC)CCCCCOC(=O)C(CC(C)C)C(=O)O*,0.916349,0.223342,
*/C=C/C(CCl)(NC(=CC(C)O*)C(C)C)C(=O)OCCCCCCCC,0.961702,0.238964,
*/C=C/C(CN)C(*)C(=O)O,,,
*/C=C/C(COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1)C(=O)O*,,,
*/C=C/C(NC(F)C(F)(F)C(F)(F)F)O*,1.422447,0.134639,
*/C=C/C1=C(O)C(O)=C(*)C1,,,
*/C=C/C1CC(*)C(C(=O)OCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,
*/C=C/C1CC(*)C(C[NH3+])C1,,,
*/C=C/C1CC(*)C2C(=O)N(CCCCC)C(=O)C12,1.050823811,0.236932175,
*/C=C/C1CC(*)C2C(=O)N(CCCCCC)C(=O)C12,1.035217626,0.232246101,
*/C=C/C1CCC(*)(C)C1,,,
*/C=C/C=C(/*)C(C(=O)OCC)C(=O)OCc1ccc([N+](=O)[O-])cc1,1.156549,0.220698,
*/C=C/C=C(/*)CC[N+](CC)(COCCCC)COCCOCCOCCOCC,,,
*/C=C/C=C(/*)OCC,,,
*/C=C/C=C/C=C/C=C(/*)CC[N+](C)(C)C,,,
*/C=C/C=C/C=C/c1cc(CCCCCCC)c(*)cc1CCCCCCC,0.865740172,0.269,
*/C=C/C=C/C[PH](*)(C)c1ccccc1,,,74.85000000000002
*/C=C/CC(C*)(c1ccccc1)c1ccccc1,0.96159061,0.171,
*/C=C/CC*,0.883044552,0.303711437,
*/C=C/CCC*,0.870773195,0.289325665,
*/C=C/CCC/C=C(\C#N)Cn1c(*)ccc1C,,,42.03000000000003
*/C=C/CCCCCC/C=C(/*)c1ccc(S(=O)(=O)N(C)C)cc1,,,
*/C=C/CCCCCCCCCC*,0.853346172,0.336324709,
*/C=C/CCCCCNC(=O)CCCCCCCCCCCCCCCCCCNC(=O)C(C)C(C)C(*)=O,,,
*/C=C/COC(=O)SNC(=O)OCCCCCCCCCCOC(=O)OCCCCCOC(=O)O*,,,
*/C=C/[PH](*)(OCC(C)(C)C)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,
*/C=C/[Si](C)(C)CC[Si](*)(C)c1ccccc1,,,
*/C=C/[Si](C)(CCCC)CN(C)C(=O)CCCCCCCCC(=O)N(*)C,,,
*/C=C/c1[nH]c(*)c(OCCCCc2ccccc2)c1OCCCCCC,,,
*/C=C/c1cc(*)c(CCCCCC(C)(C)C)cc1CCCC,,,
*/C=C/c1cc(C)c(*)cc1C,,0.38,
*/C=C/c1cc(C=C)c(*)cc1[N+](=O)[SH]=O,,,
*/C=C/c1cc(CC(CC)CCCC)c(*)cc1CCCC,0.854559826,0.383,
*/C=C/c1cc(CCCCCC)c(-c2sc(*)cc2CCCCCC)s1,,,
*/C=C/c1cc(CCCCCCC)c(*)cc1CCCCCCC,0.847156115,0.262,
*/C=C/c1cc(COCCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,,,
*/C=C/c1cc(Cl)c(*)cc1Cl,,0.309,
*/C=C/c1cc(O)c(O*)c(OC)c1C,1.052865,0.228465,217.23
*/C=C/c1cc(OC(=O)CNc2ccccc2-c2ccc(NC(=O)CCCCC(*)=O)cc2)ccc1CO,1.155441,0.230764,
*/C=C/c1cc(OC(C)C)c(*)cc1OC,0.895670479,0.449,
*/C=C/c1cc(OC)c(*)cc1Br,1.334204357,0.353,
*/C=C/c1cc(OC)c(*)cc1C,0.950052501,0.365,
*/C=C/c1cc(OC)c(*)cc1OC,,0.382,
*/C=C/c1cc(OC)c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(*)n5CCCCCC)cc4)cc3)n2CCCCCC)cc1OC,,,
*/C=C/c1cc(OC)c(S(*)(=O)=O)cc1C,,,
*/C=C/c1cc(OCC(CC)COCC[Si](C)(C)c2ccc(C(=O)O)cc2)c(*)cc1C,,,287.39
*/C=C/c1cc(OCC)c(*)cc1OCC,0.907143465,0.38,
*/C=C/c1cc(OCC)c(-c2cc(OCC)c(*)cc2OCC)cc1OCC,0.923913795,0.251,
*/C=C/c1cc(OCCCCCC)c(*)cc1OCCCCCC,0.904783713,0.378,
*/C=C/c1cc(OCCCCCCCC#Cc2ccc(C(*)=O)cc2)cc(-c2ccccc2)c1,,,
*/C=C/c1cc(OCCCCCCCCCCCC)c(/C=C/c2ccc(O*)c(C(=O)Nc3ccc(OC)cc3)c2)cc1OC,1.009252,0.293014,
*/C=C/c1cc(OCCCCCCCCCCCCCCCC)ccc1CCCCCCCCCOc1ccc(C(=O)Nc2ccc(OC(=O)c3ccc(O*)cc3)cc2)cc1OC,,,
*/C=C/c1cc(OCCCCCCCCCCOc2ccc(-c3ccc(OCCCCCCCCCC)cc3)cc2)c(*)cc1OC,,,
*/C=C/c1cc(OCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)cc1OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,
*/C=C/c1cc(OCCCCCCOc2ccc(C3CCC(CCCCC)CC3)cc2)c(*)cc1OCCCCCCOc1ccc(C2CCC(CCCCC)CC2)cc1,,,
*/C=C/c1cc(OCCOC)c(O*)cc1OCCCCCCCCCC,0.972242,0.29497,
*/C=C/c1cc([Si](C)(C)C)c(*)cc1[Si](C)(C)C,,,
*/C=C/c1ccc(*)c(C(=O)OC(C)(C)C)c1C(=O)OC(C)(C)C,0.909233942,0.196,
*/C=C/c1ccc(*)c(C(=O)OC)c1C(=O)OC,,,
*/C=C/c1ccc(*)c(C(=O)[O][Na])c1C(=O)[O][Na],,,
*/C=C/c1ccc(*)c(F)c1,1.077498314,0.254,
*/C=C/c1ccc(*)c(NCCCCCC)c1-c1ccc(/N=N/c2ccc(C#N)cc2)cc1,,,
*/C=C/c1ccc(*)c(OC)c1,0.980636244,0.673,
*/C=C/c1ccc(*)c(OCCCOc2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)c1,,,
*/C=C/c1ccc(*)c2c1C(=O)OC2=O,,,
*/C=C/c1ccc(*)cc1[Si](C)(C)C(C)(C)C,,,
*/C=C/c1ccc(*)nc1,,,
*/C=C/c1ccc(-c2c[nH]c(*)c2C)cc1,,,
*/C=C/c1ccc(-c2cc(OCCCCCCCCCC)c(*)nc2OCCCCCCCCCC)cc1,,,
*/C=C/c1ccc(-c2ccc(*)s2)s1,,,
*/C=C/c1ccc(/C=C/C(=C/C(C)C[Si](*)(C)C)c2ccc(OCCCCCCCC)cc2)cc1,,,
*/C=C/c1ccc(/C=C/c2cc(*)ncn2)cc1,,,
*/C=C/c1ccc(/C=C/c2ccc(*)c([N+](=O)[O-])c2)cc1C,,,
*/C=C/c1ccc(/C=C/c2ccc(*)cc2)c(C#N)c1,,,
*/C=C/c1ccc(/C=C/c2ccc(O*)cc2C)cc1,,,
*/C=C/c1ccc(/C=N/c2ccc(C(=O)/N=N/c3ccc(OCCCCCCCOC(=O)c4ccc(*)cc4)cc3)cc2)cc1,,,
*/C=C/c1ccc(C#CC[Si](*)(C)C)cc1,,,
*/C=C/c1ccc(C(=O)Nc2ccc(S(=O)(=O)CN(C)c3ccc(*)cc3)cc2)cc1,1.224623,0.305168,
*/C=C/c1ccc(C(=O)c2ccc(CNC(=O)CCCCCCCCC(=O)Nc3ccc(N*)cc3)cc2)cc1,1.089445,0.262377,
*/C=C/c1ccc(C(C)(C)c2ccc(-c3ccc(*)c(C(C)C)c3)cc2)cc1,,,
*/C=C/c1ccc(C=*)cc1C(CCC)CCCOC,,,182.2894
*/C=C/c1ccc(Cc2ccc(N(*)c3ccc(C#N)cc3)cc2)cc1,,,
*/C=C/c1ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc2ccc(C(=O)CCC(*)=O)cc2)cc1,1.04537,0.299867,
*/C=C/c1ccc(OCCCCCCCCC)c(*)c1OC(=O)OCCCCCCCCCCCCCCCCCCCCC,,,
*/C=C/c1ccc(Oc2ccc(/C=C/c3cc(*)ncn3)cc2)cc1,,,
*/C=C/c1ccc([Si](*)(C)c2ccc([Si](C)(C)C)c(C)c2)cc1C,,,
*/C=C/c1ccc([Si](C)(C)c2ccc(/N=C/c3ccc(OC[Te](C)O*)cc3)cc2)cc1,,,
*/C=C/c1ccc2c(c1)Sc1cc(*)ccc1N2CCCCCCCC,,,
*/C=C/c1ccc2c(c1)c1cc(*)ccc1n2CC(CC)CCCC,,,
*/C=C/c1cccc(*)c1,1.028208239,0.29,
*/C=C/c1cccc(/C=C/c2cc(*)nc(-c3ccccc3)n2)c1,,,
*/C=C/c1cccc(/C=C/c2cc(OCCCCCCCC)c(*)cc2OCCCCCCCC)c1,,,
*/C=C/c1sc(-c2sc(*)c(OCCCC)c2OCCCC)c(OCCCC)c1OCCCC,,,
*/C=C/c1sc(OCC)c(-c2ccccc2)c1CCCO*,,,260.08000000000004
*/C=C1/C=C(*)C[N+](CCCCCC)(CCCCS(=O)(=O)O)C1,,,
*/C=C1\CCC/C(=C\c2ccc(Sc3ccc(*)o3)o2)C1=O,,,
*/C=C\*,0.959011341,0.573236329,
*/C=C\CC*,0.891055243,0.266947942,
*/C=C\CCC*,0.876838662,0.244482147,
*/C=C\CCCC*,0.868416895,0.263602776,
*/C=C\CCCCC*,0.867588794,0.271936281,
*/C=I/CCCCCC(*)=O,,,
*/C=N/CCCCCCCC/C=C/CC/C=C(/*)C(C)C,,,
*/C=N/N(CCCC)c1ccc(S(=O)(=O)c2ccc(N(CCCC)/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,,,
*/C=N/N(CCCC)c1ccc(S(=O)(=O)c2ccc(N(CCCC)/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CC)cc2)cc1,,,
*/C=N/NC(=O)NC(=O)NCCCCCCCCSCCSC(=O)O*,1.16255,0.284138,
*/C=N/NC(=O)Nc1ccc(*)cc1,,,
*/C=N/c1cc(I)c(N(C)C)c(*)c1O,,,406.63
*/C=N/c1cc(OCCCCC)c(-c2cc(*)ccc2-c2ccccc2C)cc1CCCCCC,,,
*/C=N/c1ccc(*)c(C(=O)OC)c1C(=O)OCCCCCCCCCCCC,,,
*/C=N/c1ccc(-c2ccc(/C=C/c3ccc(*)nc3)cc2)cc1,,,
*/C=N/c1ccc(-c2ccc(/N=C/c3ccc(Sc4ccc(*)o4)o3)cc2)cc1,,,
*/C=N/c1ccc(-c2ccc(/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CCCC)cc2)cc1,,,
*/C=N/c1ccc(/N=C/c2ccc(Sc3ccc(*)o3)o2)cc1,,,
*/C=N/c1ccc(NC(=O)CCCCCCC(=O)Nc2ccc(*)cc2)c(C(=O)OC)c1,,,
*/C=N/c1cccc(S(=O)(=O)c2ccc(COCC(*)=O)cc2)c1,,,
*/N=C(/*)C#Cc1ccc(I)cc1,,,
*/N=C(/*)CCCCOc1ccc(C(=O)c2ccc(OC)cc2OC)cc1,1.092171,0.249023,
*/N=C(/*)c1ccc(N2C(=O)c3ccccc3C2=O)nc1,,,
*/N=C/CC/C=C/CC(*)=S,,,
*/N=C/c1ccc(-c2ccc(/C=N/c3ccc4c(c3)c3cc(*)ccc3n4CCCC)s2)s1,,,
*/N=C/c1ccc(/C=C/C(*)=C(F)C(F)(F)F)cc1,,,
*/N=C1\C=CC(*)C=C1C,,,
*/N=N/c1cc(*)ccc1C,1.057548363,0.287,
*/N=N/c1cc(*)ccc1S(=O)(=O)O,,,
*/N=N/c1cc(CCCCCCCCCCCC)c(*)cc1CC,,,
*/N=N/c1ccc(*)cc1,1.11553603,0.954,
*/N=N/c1ccc(-c2ccc(*)c(C)c2)cc1C,1.021202869,0.678,
*/N=N/c1ccc(/C=C/c2ccc(N(*)P(=O)(c3ccccc3)c3ccc(C(C)(C)C)cc3)cc2)cc1,,,
*/N=N/c1ccc(Bc2ccccc2)c(*)c1-c1ccc(/N=N/c2ccc(-c3ccccc3)cc2)cc1,,,
*/N=N/c1ccc(C(=O)c2ccc(/C=C3\CCC/C(=C\c4ccc(C(=O)c5ccc(*)cc5)cc4)C3=O)cc2)cc1,,,
*/N=N/c1ccc(C(c2ccccc2)c2cccc(C(*)=O)c2)cc1,,,
*/N=N/c1ccc(N(*)C(=O)c2ccc(C#N)cc2)c(O)c1,,,
*/N=N/c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,
*/N=N/c1ccc(OCCCCCCCCCC[N+](*)(C)C)cc1,,,
*/N=N/c1ccc([PH](C)(C)O[Si](C)(C)OC)c(*)c1,,,
*=C(C1=CC(=*)c2ccccc21)c1ccccc1,,,
*=C=C=C(CCCCOC(=O)NCC)C(=*)CCCCOC(=O)NCC,,,
*=C=Nc1ccc(-c2ccc(N=*)c(C)c2)cc1C,,,
*=CC1CC(C=*)C(C(F)(F)F)(C(F)(F)F)C1(F)F,,,
*=CC1CC(C=*)C(COS(=O)(=O)c2ccc(C)cc2)C1,,,
*=CC1CC(C=*)C2C(=O)N(c3ccccc3)C(=O)C12,,,
*=CC1CCC(C=*)C1,,,
*=CNc1cccc(N=*)c1,,,
*=Cc1cc(OC)c(/C=N/c2ccc(N=*)cc2)cc1OC,,,
*=Cc1cc(OCCCCCCCCCCCCCCCC)c(/C=N/c2ccc(N=*)cc2)cc1OCCCCCCCCCCCCCCCC,,,
*=Cc1ccc(-c2ccc(/C=N/c3ccc(N=*)cc3)cc2)cc1,,,
*=Cc1ccc(/C=N/C(=S)NN=*)cc1,,,
*=Cc1ccc(C(=O)c2ccc(C(=O)c3ccc(/C=C4\CN(C)CC(=*)C4=O)o3)cc2)o1,,,
*=Nc1ccc(Cc2ccc(NC(=*)NC)cc2)cc1,,,
*=c1sc(=*)c2cc(SCCCCCCCC)c(SCCCCCCCC)cc12,,,
*B1NBN(*)B(CC)N1,,,
*C#C/C(CCCCOC(=O)NCCCCCCCCC)=C(/*)CCCCOC(=O)NCCCCCCCCC,,,
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,1.251976494,0.255175548,
*C#C/C(Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21)=C(/*)Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21,,,
*C#CC#CC#CCNC(=O)c1cccc(C(=O)N*)c1,,,
*C#CC#CC[N+](C)(C)CC[Si](*)(C)Oc1ccc(C(=O)c2ccc(OC)cc2)cc1,,,
*C#CC#[C][GeH]([*])[CH]1C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,,,
*C#CC#[C][Ge]([*])([c]1c(F)c(F)c(F)c(F)c1F)[c]1c(F)c(F)c(F)c(F)c1F,,,
*C#CC#[C][Ge]([*])([c]1ccccc1)[c]1ccccc1,,,
*C#CC(=O)c1ccc(*)o1,,,
*C#CC(C)CNC(=O)CCCCCC(=O)N*,,,
*C#CC(CC)CN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,,,120.18630000000002
*C#CC(CCC(=O)OC)C(*)C#N,,,
*C#CC(CCCCCC(*)C)C(C)C,,,
*C#CC(CCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,,,
*C#CC(F)(F)C(*)(C(F)(F)F)C(F)(F)C(F)(F)F,,,
*C#CC/C=C(/*)CCCOc1ccc(S(=O)(=O)c2ccc(OCCO)cc2)cc1,,,
*C#CC=CC(CCCNC(=O)CCCCCCCC(=O)O*)CC(C)C,,,
*C#CC=CCCCC1CCC(*)C(=O)OC1,,,
*C#CC=CCC[N+](*)(C)C,,,
*C#CCCCCCCCCCOC(=O)N/C(=C/C(C)=O)c1ccc(C(=O)O*)cc1,,,
*C#CCCCc1ccc(-c2ccc(-c3ccc([N+](*)=O)cc3)cc2)cc1,,,
*C#CCCOc1ccc(C(=O)Oc2ccc(C(=O)O*)cc2)cc1,,,
*C#CCNC(=O)c1ccc(C(=O)NCCCCCCCCCCNC(=O)c2ccc(C(=O)O*)cc2Bc2ccccc2)cc1,,,
*C#CCSC(*)C=CBr,,,
*C#CN(CCCC)c1ccc(/C=C/c2ccc(*)cc2)cc1,,,
*C#C[Si](C)(C)CCOC(=O)CCCCC(=O)O*,,,
*C#C[Si](C)(C)c1ccccc1OC(=O)c1ccccc1NC(=O)c1ccc(Oc2ccc(C(=O)O*)cc2)cc1,,,
*C#C[Si](CCCC)(CCCC)[Si](*)(CCCC)CCCC,,,
*C#C[Si](CCCCCCCCCCCCCCC)C(=O)NCCCCCCNC(=O)C(=O)N*,,,
*C#Cc1cc(OCC(*)c2ccccc2)ccc1OCCCCCCCCOc1ccc(/C=C/c2ccc(C#N)cc2)cc1,,,
*C#Cc1cc(OCCCCCC)c(C#Cc2ccc3c(-c4c(O)ccc5cc(*)ccc45)c(OCCCCCC)ccc3c2)cc1OCCCCCC,,,
*C#Cc1cc(OCCCCCCCCCCCC)c(C#Cc2c3ccccc3c(*)c3ccccc23)cc1OCCCCCCCCCCCC,,,
*C#Cc1cc(OCCCCCCCCCCCC)c(C#Cc2ccc(*)c(C(=O)OC)c2)cc1OCCCCCCCCCCCC,,,
*C#Cc1ccc(*)c(C=CC=CC2=COCCC[N+](C)(CC)CC2)c1,,,
*C#Cc1ccc(C#C[Si](CCCC)(CCCC)[Si](*)(CCCC)CCCC)cc1,,,
*C#Cc1ccc(CCO*)cc1[N+](=O)[O-],,,128.79000000000002
*C#Cc1ccc(CN(*)c2ccc([N+](C)=O)cc2)cc1,,,
*C#Cc1ccc(COC(=O)NCCCOCCN(CC)c2ccc(C(=O)O*)cc2)cc1,,,
*C#Cc1ccc(N(c2ccccc2)c2ccc(C#Cc3sc(-c4nc(CCCCCC)c(*)s4)nc3CCCCCC)cc2)cc1,,,
*C#Cc1ccc(NC(=O)c2ccc(C(=O)N*)cc2)cc1,,,
*C#Cc1ccc(OCCCCCCCCCCCCCCOc2ccc(/C=N/N=C/c3ccc(O*)cc3)cc2)cc1,,,47.950000000000045
*C#Cc1ccc(OCCOc2ccc(/C=C/c3ccccc3O*)cc2)cc1,,,
*C#Cc1ccc([Si](*)(C)CCC(CC)CCC)cc1,,,
*C(*)(C#N)C#N,,,
*C(*)(C)CS(=O)(=O)N(C)c1ccccc1,,,
*C(*)C(=O)NC(C)C([2H])(F)F,,,
*C(*)C(=O)OC,1.150760389,0.222112653,
