SMILES,Density
c1cc(/C(*)=C\*)ccc1Cl,1.012168908
*/C=C(/*)c1ccc(Cl)cc1,1.012168908
c1cc(C2(c3ccc(*)cc3)c3cc(C(C)(C)C)ccc3-c3ccc(C(C)(C)C)cc32)ccc1N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,0.977851312
c1cc2c(cc1C(C)(C)C)C(c1ccc(*)cc1)(c1ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)c1cc(C(C)(C)C)ccc1-2,0.977851312
c12cc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)ccc1C(=O)N(c1ccc(C3(c4ccc(*)cc4)c4cc(C(C)(C)C)ccc4-c4ccc(C(C)(C)C)cc43)cc1)C2=O,0.977851312
*N1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(c3ccc(C5(c6ccc(*)cc6)c6cc(C(C)(C)C)ccc6-c6ccc(C(C)(C)C)cc65)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,0.977851312
*c1ccc(C2(c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c3cc(C(C)(C)C)ccc3-c3ccc(C(C)(C)C)cc32)cc1,0.977851312
C(CCC*)CCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,0.988101229
*CCCCCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,0.988101229
c1cc(C(=O)N(*)CC)ccc1C(=O)N(CC)CCCCCC*,0.988101229
C(CCCCC*)N(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,0.988101229
CCN(CCCCCC*)C(=O)c1ccc(C(=O)N(*)CC)cc1,0.988101229
C(CCCCCCC*)Oc1ccc(C(=O)OCCN(CC)c2ccc(C(C)(Cl)c3ccc(O*)cc3)cc2)cc1,1.068111
C(C)N(CCOC(=O)c1ccc(OCCCCCCCC*)cc1)c1ccc(C(C)(Cl)c2ccc(O*)cc2)cc1,1.068111
c1cc(OCCCCCCCC*)ccc1C(=O)OCCN(CC)c1ccc(C(C)(Cl)c2ccc(O*)cc2)cc1,1.068111
c1(C(=O)OCCN(CC)c2ccc(C(C)(Cl)c3ccc(O*)cc3)cc2)ccc(OCCCCCCCC*)cc1,1.068111
*CCCCCCCCOc1ccc(C(=O)OCCN(CC)c2ccc(C(C)(Cl)c3ccc(O*)cc3)cc2)cc1,1.068111
O(CCCCCCCCCCOc1ccccc1C(=O)O)C(=O)C(*)C*,1.027192126
C(*)C(*)C(=O)OCCCCCCCCCCOc1ccccc1C(=O)O,1.027192126
*CC(*)C(=O)OCCCCCCCCCCOc1ccccc1C(=O)O,1.027192126
C(CCCCCCCCCOc1ccccc1C(=O)O)OC(=O)C(*)C*,1.027192126
c1cccc(C(=O)O)c1OCCCCCCCCCCOC(=O)C(*)C*,1.027192126
C(CCCCCCCCCCC*)NC(=O)c1ccc(-c2ccc(C(=O)N*)cc2)cc1,1.028987551
C(CCCCCCCC*)CCCNC(=O)c1ccc(-c2ccc(C(=O)N*)cc2)cc1,1.028987551
c1cc(-c2ccc(C(=O)N*)cc2)ccc1C(=O)NCCCCCCCCCCCC*,1.028987551
*CCCCCCCCCCCCNC(=O)c1ccc(-c2ccc(C(=O)N*)cc2)cc1,1.028987551
C(CCC*)CCCCCCCCNC(=O)c1ccc(-c2ccc(C(=O)N*)cc2)cc1,1.028987551
C1(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(*)cc5)cc3)C4=O)cc2C(=O)N1*,1.214181979
c1c(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(*)cc4)cc2)C3=O)ccc2c1C(=O)N(*)C2=O,1.214181979
O=C1c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C(=O)N1c1ccc(Oc2ccc(*)cc2)cc1,1.214181979
c1(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)ccc(*)cc1,1.214181979
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.214181979
c1(*)cc(OCC)c(*)cc1OC,0.903468314
*c1cc(OCC)c(*)cc1OC,0.903468314
O(CC)c1cc(*)c(OC)cc1*,0.903468314
CCOc1cc(*)c(OC)cc1*,0.903468314
c1(OCC)cc(*)c(OC)cc1*,0.903468314
C(CCC*)OC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.056703332
C(=O)(O*)c1ccc(C(C)(CC)c2ccc(C(=O)OCCCC*)cc2)cc1,1.056703332
c1cc(C(C)(CC)c2ccc(C(=O)O*)cc2)ccc1C(=O)OCCCC*,1.056703332
*CCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.056703332
C(*)CCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.056703332
c1cccc(OCC(C*)O*)c1C,1.068860019
c1cccc(C)c1OCC(C*)O*,1.068860019
c1ccc(C)c(OCC(C*)O*)c1,1.068860019
Cc1ccccc1OCC(C*)O*,1.068860019
*CC(COc1ccccc1C)O*,1.068860019
C(CCCCNC(=O)OCCN(CC*)c1ccc(/N=N/c2ccccc2)cc1)CNC(=O)O*,1.102120471
c1ccc(/N=N/c2ccc(N(CC*)CCOC(=O)NCCCCCCNC(=O)O*)cc2)cc1,1.102120471
C(*)CN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccccc2)cc1,1.102120471
C(CN(CC*)c1ccc(/N=N/c2ccccc2)cc1)OC(=O)NCCCCCCNC(=O)O*,1.102120471
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccccc2)cc1,1.102120471
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,0.940347256
CC(CCCCCC)OC(=O)c1ccc(-c2ccc(OCCCCCCCCCC/C(*)=C\*)cc2)cc1,0.940347256
C(CCCCCCCCC/C(*)=C\*)Oc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,0.940347256
C(/*)(=C\*)CCCCCCCCCCOc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,0.940347256
c1cc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)ccc1OCCCCCCCCCC/C(*)=C\*,0.940347256
C(=O)(CC(=O)NNC(=O)O*)NC(C(=O)OCC(C)(C)C)C(*)COC(F)(F)F,1.218064
O=C(NNC(=O)CC(=O)NC(C(=O)OCC(C)(C)C)C(*)COC(F)(F)F)O*,1.218064
N(NC(=O)O*)C(=O)CC(=O)NC(C(=O)OCC(C)(C)C)C(*)COC(F)(F)F,1.218064
*OC(=O)NNC(=O)CC(=O)NC(C(=O)OCC(C)(C)C)C(*)COC(F)(F)F,1.218064
O=C(CC(=O)NC(C(=O)OCC(C)(C)C)C(*)COC(F)(F)F)NNC(=O)O*,1.218064
C(CCCCc1ccc(CC(=O)NCCCCCC*)cc1)CCCOc1ccc(C(=O)O*)cc1,1.009314
*CCCCCCNC(=O)Cc1ccc(CCCCCCCCOc2ccc(C(=O)O*)cc2)cc1,1.009314
c1cc(CC(=O)NCCCCCC*)ccc1CCCCCCCCOc1ccc(C(=O)O*)cc1,1.009314
C(C(=O)NCCCCCC*)c1ccc(CCCCCCCCOc2ccc(C(=O)O*)cc2)cc1,1.009314
C(=O)(O*)c1ccc(OCCCCCCCCc2ccc(CC(=O)NCCCCCC*)cc2)cc1,1.009314
c1c(-c2ccc(/N=N/*)c(C)c2)ccc(*)c1C,1.021202869
c1(-c2ccc(/N=N/*)c(C)c2)ccc(*)c(C)c1,1.021202869
*/N=N/c1ccc(-c2ccc(*)c(C)c2)cc1C,1.021202869
c1c(-c2ccc(*)c(C)c2)ccc(/N=N/*)c1C,1.021202869
Cc1cc(-c2ccc(/N=N/*)c(C)c2)ccc1*,1.021202869
c1cc(OC(=O)c2cccc(C(*)=O)c2)ccc1C1(c2ccc(O*)cc2)OC(=O)c2ccccc21,1.172221504
c1cccc2c1C(c1ccc(O*)cc1)(c1ccc(OC(=O)c3cccc(C(*)=O)c3)cc1)OC2=O,1.172221504
C1(c2ccc(O*)cc2)(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)OC(=O)c2ccccc21,1.172221504
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)OC(=O)c3ccccc32)cc1,1.172221504
c1cc(O*)ccc1C1(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)OC(=O)c2ccccc21,1.172221504
c1ccc(/C(*)=C\*)cc1,0.746789572
*/C=C(/*)c1ccccc1,0.746789572
C(/*)(=C\*)c1ccccc1,0.746789572
C(/*)=C(\*)c1ccccc1,0.746789572
c1ccccc1/C(*)=C\*,0.746789572
CCCCCCCCCCCCCCCCc1cc(*)c(N)c(-c2cccc(*)c2N)c1,0.912752497
C(CCCCCC)CCCCCCCCCc1cc(*)c(N)c(-c2cccc(*)c2N)c1,0.912752497
*c1cccc(-c2cc(CCCCCCCCCCCCCCCC)cc(*)c2N)c1N,0.912752497
C(CCCCCCCCCCCCCCC)c1cc(*)c(N)c(-c2cccc(*)c2N)c1,0.912752497
C(CC)CCCCCCCCCCCCCc1cc(*)c(N)c(-c2cccc(*)c2N)c1,0.912752497
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCS*)cc1,1.063575985
C(CC*)CCC(=O)NCc1ccc(CNC(=O)CCCCCS*)cc1,1.063575985
c1cc(CNC(=O)CCCCC*)ccc1CNC(=O)CCCCCS*,1.063575985
C(CCS*)CCC(=O)NCc1ccc(CNC(=O)CCCCC*)cc1,1.063575985
C(*)CCCCC(=O)NCc1ccc(CNC(=O)CCCCCS*)cc1,1.063575985
C(=O)(NCCCCCCCCCCCC*)c1cccc(C(=O)N*)c1,1.001096798
*CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,1.001096798
O=C(NCCCCCCCCCCCC*)c1cccc(C(=O)N*)c1,1.001096798
c1ccc(C(=O)N*)cc1C(=O)NCCCCCCCCCCCC*,1.001096798
C(CCCC*)CCCCCCCNC(=O)c1cccc(C(=O)N*)c1,1.001096798
C(CCCCCCCCCCCC(=O)NCc1ccc(C*)cc1)CCCC(=O)N*,0.967137289
C(CCCCCCCCCCC(=O)NCc1ccc(C*)cc1)CCCCC(=O)N*,0.967137289
C(CCCCCCCCCC(=O)NCc1ccc(C*)cc1)CCCCCC(=O)N*,0.967137289
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,0.967137289
C(CCCCCCCCCCCCCCC(=O)N*)C(=O)NCc1ccc(C*)cc1,0.967137289
Nc1ccc(*)cc1N*,1.205910253
*c1ccc(N)c(N*)c1,1.205910253
c1(*)ccc(N)c(N*)c1,1.205910253
*Nc1cc(*)ccc1N,1.205910253
c1cc(*)cc(N*)c1N,1.205910253
c1(C)c(C)c(CSC(=O)CCCCCCC(=O)S*)c(C)c(C)c1C*,1.015255128
Cc1c(C)c(C*)c(C)c(C)c1CSC(=O)CCCCCCC(=O)S*,1.015255128
C(CCCC(=O)SCc1c(C)c(C)c(C*)c(C)c1C)CCC(=O)S*,1.015255128
C(CCCC(=O)S*)CCC(=O)SCc1c(C)c(C)c(C*)c(C)c1C,1.015255128
*Cc1c(C)c(C)c(CSC(=O)CCCCCCC(=O)S*)c(C)c1C,1.015255128
*S/C(=N/c1ccccc1)SCC*,1.199436862
*CCS/C(=N\c1ccccc1)S*,1.199436862
S(*)/C(=N/c1ccccc1)SCC*,1.199436862
C(C*)S/C(=N\c1ccccc1)S*,1.199436862
c1ccc(/N=C(/S*)SCC*)cc1,1.199436862
O(C(=O)c1cccc(OC(=O)c2ccc(C(*)=O)cc2)c1)c1cccc(O*)c1O,1.244143
c1(C(=O)Oc2cccc(O*)c2O)cccc(OC(=O)c2ccc(C(*)=O)cc2)c1,1.244143
O=C(Oc1cccc(C(=O)Oc2cccc(O*)c2O)c1)c1ccc(C(*)=O)cc1,1.244143
c1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C(=O)Oc1cccc(O*)c1O,1.244143
*Oc1cccc(OC(=O)c2cccc(OC(=O)c3ccc(C(*)=O)cc3)c2)c1O,1.244143
C(CCCCCCCCCCCCCCC(=O)O*)CCCC(=O)OCc1ccc(C*)cc1,0.947319595
*OC(=O)CCCCCCCCCCCCCCCCCCC(=O)OCc1ccc(C*)cc1,0.947319595
O=C(CCCCCCCCCCCCCCCCCCC(=O)O*)OCc1ccc(C*)cc1,0.947319595
*Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,0.947319595
C(CCCCCCCCCCCCCCC(=O)OCc1ccc(C*)cc1)CCCC(=O)O*,0.947319595
*c1cc(OC)c(/C=C/*)cc1OC(C)C,0.895670479
c1(*)cc(OC)c(/C=C/*)cc1OC(C)C,0.895670479
*/C=C/c1cc(OC(C)C)c(*)cc1OC,0.895670479
CC(C)Oc1cc(/C=C/*)c(OC)cc1*,0.895670479
O(C)c1cc(*)c(OC(C)C)cc1/C=C/*,0.895670479
c1(*)ccc(-c2ccc(N*)cc2OC)cc1,1.081858951
c1c(N*)ccc(-c2ccc(*)cc2)c1OC,1.081858951
c1(OC)cc(N*)ccc1-c1ccc(*)cc1,1.081858951
*Nc1ccc(-c2ccc(*)cc2)c(OC)c1,1.081858951
c1cc(-c2ccc(*)cc2)c(OC)cc1N*,1.081858951
C(CCCCCC)CCCCCN(*)c1ccc(*)cc1,0.895382151
c1(N(*)CCCCCCCCCCCC)ccc(*)cc1,0.895382151
C(CCCCCCCC)CCCN(*)c1ccc(*)cc1,0.895382151
c1cc(N(*)CCCCCCCCCCCC)ccc1*,0.895382151
*c1ccc(N(*)CCCCCCCCCCCC)cc1,0.895382151
C(*)(=O)NCCCCCCNC(=O)NCc1ccccc1O*,1.114771362
*Oc1ccccc1CNC(=O)NCCCCCCNC(*)=O,1.114771362
c1ccc(CNC(=O)NCCCCCCNC(*)=O)c(O*)c1,1.114771362
C(NC(=O)NCCCCCCNC(*)=O)c1ccccc1O*,1.114771362
N(CCCCCCNC(=O)NCc1ccccc1O*)C(*)=O,1.114771362
C(CCCCCCCCCCCCCCCCCC*)COC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.96936753
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.96936753
C(CCCCCCCCCCCCCCCC*)CCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.96936753
c1cc(-c2ccc(C(=O)OCCCCCCCCCCCCCCCCCCCC*)cc2)ccc1C(=O)O*,0.96936753
c1cc(C(=O)OCCCCCCCCCCCCCCCCCCCC*)ccc1-c1ccc(C(=O)O*)cc1,0.96936753
c1(-c2cccc(C(=O)OCCCCCCCCCCCCCCCCCCCC*)c2)cccc(C(=O)O*)c1,0.967156281
c1ccc(C(=O)OCCCCCCCCCCCCCCCCCCCC*)cc1-c1cccc(C(=O)O*)c1,0.967156281
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,0.967156281
c1cc(C(=O)O*)cc(-c2cccc(C(=O)OCCCCCCCCCCCCCCCCCCCC*)c2)c1,0.967156281
c1(C(=O)O*)cccc(-c2cccc(C(=O)OCCCCCCCCCCCCCCCCCCCC*)c2)c1,0.967156281
C(CCCCCCCCCC*)CCCNC(=O)Cc1ccc(CC(=O)N*)cc1,0.964260168
c1(CC(=O)N*)ccc(CC(=O)NCCCCCCCCCCCCCC*)cc1,0.964260168
N(CCCCCCCCCCCCCC*)C(=O)Cc1ccc(CC(=O)N*)cc1,0.964260168
c1cc(CC(=O)N*)ccc1CC(=O)NCCCCCCCCCCCCCC*,0.964260168
*CCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,0.964260168
*OCCCCCC(=O)NCc1ccc(CNC(=O)CCCCC*)cc1,1.048667398
c1cc(CNC(=O)CCCCCO*)ccc1CNC(=O)CCCCC*,1.048667398
C(NC(=O)CCCCC*)c1ccc(CNC(=O)CCCCCO*)cc1,1.048667398
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO*)cc1,1.048667398
c1cc(CNC(=O)CCCCC*)ccc1CNC(=O)CCCCCO*,1.048667398
*Oc1c(CCC)cc(*)cc1-c1ccccc1,0.967827917
C(C)Cc1cc(*)cc(-c2ccccc2)c1O*,0.967827917
CCCc1cc(*)cc(-c2ccccc2)c1O*,0.967827917
c1c(*)cc(CCC)c(O*)c1-c1ccccc1,0.967827917
c1ccc(-c2cc(*)cc(CCC)c2O*)cc1,0.967827917
c1ccc(-c2ccc(OCC(C*)O*)cc2)cc1,1.107391335
c1cc(OCC(C*)O*)ccc1-c1ccccc1,1.107391335
*CC(COc1ccc(-c2ccccc2)cc1)O*,1.107391335
C(*)C(COc1ccc(-c2ccccc2)cc1)O*,1.107391335
c1(OCC(C*)O*)ccc(-c2ccccc2)cc1,1.107391335
c1(N*)cc(C)c(*)cc1OC,1.006691277
